KOD_SUKL;LEKAR;LEKARNIK;PACIENT;TYP;PLATNOST_OD;PLATNOST_DO;PRIORITA
0228264;1;1;0;EM;25.02.2019;25.02.2029;Stredni
0228264;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0238470;0;0;1;EM;24.06.2020;24.06.2030;Stredni
0240979;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0242041;1;1;0;EM;12.06.2023;12.06.2033;Stredni
0242042;1;1;0;EM;12.06.2023;12.06.2033;Stredni
0242293;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0242296;0;0;1;EM;02.11.2018;02.11.2028;Stredni
0221384;0;0;1;EM;25.02.2019;25.02.2029;Stredni
0222003;0;0;1;EM;07.10.2025;01.01.2050;Stredni
0222069;0;0;1;EM;24.08.2023;24.08.2033;Stredni
0222088;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0222088;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0228297;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0228301;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0238487;1;1;0;EM;23.02.2022;23.02.2032;Stredni
0238494;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0238579;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0238616;0;0;1;EM;24.08.2023;24.08.2033;Stredni
0240914;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0240921;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0240923;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0240925;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0240933;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0240934;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0222234;1;1;0;EM;05.03.2025;05.03.2035;Stredni
0228310;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0228758;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0228885;0;0;1;EM;31.07.2020;31.07.2030;Stredni
0238633;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0238694;1;1;0;EM;02.03.2020;02.03.2030;Stredni
0238732;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0238736;1;1;0;EM;24.08.2023;24.08.2033;Stredni
0210096;1;1;0;EM;01.09.2015;01.01.2050;Stredni
0210307;0;0;1;EM;19.03.2025;19.03.2035;Stredni
0222239;0;0;1;EM;05.03.2025;05.03.2035;Stredni
0222246;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0222248;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0222250;1;1;0;EM;31.10.2025;01.01.2050;Stredni
0222251;0;0;1;EM;31.10.2025;01.01.2050;Stredni
0222263;0;0;1;EM;29.03.2022;29.03.2032;Stredni
0222264;1;1;0;EM;12.04.2022;12.04.2032;Stredni
0228889;0;0;1;EM;31.07.2020;31.07.2030;Stredni
0229432;1;1;0;DI;04.09.2025;04.03.2026;Stredni
0230562;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0230856;1;0;0;OP;01.07.2024;31.12.2050;Stredni
0238741;1;1;0;EM;25.10.2021;25.10.2031;Stredni
0238743;1;1;0;EM;25.10.2021;25.10.2031;Stredni
0210401;0;0;1;EM;24.08.2023;24.08.2033;Stredni
0222268;1;1;0;EM;23.06.2025;01.01.2050;Stredni
0222269;1;1;0;EM;23.06.2025;01.01.2050;Stredni
0222272;1;1;0;EM;23.06.2025;01.01.2050;Stredni
0222277;1;1;0;EM;23.06.2025;01.01.2050;Stredni
0222304;1;1;0;EM;10.09.2021;10.09.2031;Stredni
0231189;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231190;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231196;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231200;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0238765;0;0;1;EM;01.01.2025;01.01.2035;Stredni
0238766;1;1;0;EM;01.01.2025;01.01.2035;Stredni
0238766;0;0;1;EM;01.01.2025;01.01.2035;Stredni
0238768;1;1;0;EM;01.01.2025;01.01.2035;Stredni
0238777;0;0;1;EM;19.05.2020;19.05.2030;Stredni
0238777;0;0;1;EM;24.09.2024;24.09.2034;Stredni
0238778;1;1;0;EM;24.09.2024;24.09.2034;Stredni
0238785;0;0;1;EM;01.02.2026;01.01.2050;Stredni
0238813;0;0;1;EM;30.03.2023;30.03.2033;Stredni
0210427;1;1;0;EM;25.10.2021;25.10.2031;Stredni
0210430;1;1;0;EM;25.10.2021;25.10.2031;Stredni
0210612;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0222415;0;0;1;EM;10.02.2025;10.02.2035;Stredni
0222418;0;0;1;EM;10.02.2025;10.02.2035;Stredni
0222422;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0222422;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0222427;1;1;0;EM;05.03.2025;05.03.2035;Stredni
0231205;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231205;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231211;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231216;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0231219;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231221;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0238845;1;1;0;EM;18.09.2023;18.09.2033;Stredni
0238846;0;0;1;EM;18.09.2023;18.09.2033;Stredni
0238848;1;1;0;EM;18.09.2023;18.09.2033;Stredni
0238861;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0238869;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0238923;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0238924;0;0;1;EM;10.09.2021;01.01.2050;Stredni
0210632;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210633;1;1;0;EM;12.06.2025;01.01.2050;Stredni
0210908;1;1;0;EM;28.11.2025;01.01.2050;Stredni
0210919;0;0;1;EM;03.07.2024;03.07.2034;Stredni
0210935;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0210937;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0210937;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0210980;1;1;0;EM;16.05.2016;16.05.2026;Stredni
0222464;0;0;1;EM;14.01.2026;01.01.2050;Stredni
0222630;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0222633;1;1;0;EM;25.07.2024;25.07.2034;Stredni
0222796;0;0;1;EM;23.05.2023;23.05.2033;Stredni
0231222;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0231223;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0232150;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0232226;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0232269;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0232275;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0232287;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0232294;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0238975;0;0;1;EM;20.08.2024;20.08.2034;Stredni
0238977;1;1;0;EM;20.08.2024;20.08.2034;Stredni
0238991;1;1;0;EM;20.08.2024;20.08.2034;Stredni
0210983;1;1;0;EM;16.05.2016;16.05.2026;Stredni
0210984;0;0;1;EM;16.05.2016;16.05.2026;Stredni
0210987;1;1;0;EM;16.05.2016;16.05.2026;Stredni
0211760;0;0;1;EM;07.12.2023;07.12.2033;Stredni
0212358;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0212516;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0212675;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0212678;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0213473;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0222922;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0222924;1;1;0;EM;20.04.2020;20.04.2030;Stredni
0222934;1;1;0;EM;31.10.2022;31.10.2032;Stredni
0222972;0;0;1;EM;29.03.2022;29.03.2032;Stredni
0233012;1;1;0;EM;08.12.2022;08.12.2032;Stredni
0238997;0;0;1;EM;20.08.2024;20.08.2034;Stredni
0239120;1;1;0;EM;28.03.2024;28.03.2034;Stredni
0239150;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0215122;1;1;0;EM;08.12.2022;08.12.2032;Stredni
0215399;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0216267;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0216270;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0223020;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0233062;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0233652;0;0;1;EM;13.05.2019;13.05.2029;Stredni
0239151;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0239158;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0239165;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0239166;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0239169;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0239171;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0239282;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0218068;1;1;0;EM;05.10.2023;05.10.2033;Stredni
0218344;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0218614;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0223025;0;0;1;EM;20.04.2020;20.04.2030;Stredni
0223060;0;0;1;EM;27.04.2023;27.04.2033;Stredni
0223073;0;0;1;EM;15.03.2025;15.03.2035;Stredni
0223096;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0223097;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0223453;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0234952;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0234953;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0234958;0;0;1;EM;20.12.2023;20.12.2033;Stredni
0234960;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0234962;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0234967;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0234970;1;1;0;EM;20.12.2023;20.12.2033;Stredni
0239370;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0239374;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0239376;0;0;1;EM;29.03.2021;29.03.2031;Stredni
0239420;0;0;1;EM;26.09.2025;01.01.2050;Stredni
0239421;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0218864;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0218867;1;1;0;DHPC;08.09.2025;08.03.2026;Vysoka
0219014;0;0;1;EM;08.04.2025;01.01.2050;Stredni
0223529;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0223530;0;0;1;EM;20.11.2020;20.11.2030;Stredni
0223535;0;0;1;EM;25.09.2025;01.01.2050;Stredni
0235061;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0235063;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0239427;0;0;1;EM;26.09.2025;01.01.2050;Stredni
0239428;1;1;0;EM;26.09.2025;01.01.2050;Stredni
0219020;1;1;0;EM;08.04.2025;01.01.2050;Stredni
0223997;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0223997;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0235311;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0235317;1;1;0;DHPC;12.09.2025;12.03.2026;Vysoka
0236036;0;0;1;EM;25.06.2021;25.06.2031;Stredni
0236038;1;1;0;EM;25.06.2021;25.06.2031;Stredni
0236331;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236336;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0236340;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0245962;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0245964;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0245968;0;0;1;EM;28.11.2025;01.01.2050;Stredni
0265615;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0265616;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0265617;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0265623;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0265623;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0265624;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0249792;1;1;0;EM;03.10.2024;01.01.2050;Stredni
0249884;1;1;0;EM;01.04.2021;01.04.2031;Stredni
0249884;0;0;1;EM;01.04.2021;01.04.2031;Stredni
0249900;1;1;0;EM;02.11.2018;02.11.2028;Stredni
0249929;0;0;1;EM;12.11.2025;01.01.2050;Stredni
0254264;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0254267;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0254269;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0254276;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0254281;1;1;0;EM;19.01.2026;01.01.2050;Stredni
0246021;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0246023;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0246025;1;1;1;DI;18.03.2024;18.03.2026;Stredni
0246099;0;0;1;EM;18.02.2021;18.02.2031;Stredni
0246100;1;1;0;EM;18.02.2021;18.02.2031;Stredni
0246100;0;0;1;EM;18.02.2021;18.02.2031;Stredni
0246105;1;1;0;EM;18.02.2021;18.02.2031;Stredni
0265626;1;1;0;EM;27.10.2025;01.01.2050;Stredni
0265635;0;0;1;EM;22.01.2024;22.01.2034;Stredni
0250003;1;1;0;EM;19.01.2026;01.01.2050;Stredni
