KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0185610;24.05.2022;31.05.2027;50;"Zabezpeèení léèivého pøípravku k léèbì otrav po uštknutí exotickımi jedovatımi hady:
-Crotalus durissus terrificus, Crotalus durissus-chøestıš brazilskı (rattlesnake, pig snout, tziripa, saye, tropical rattlesnake, shunu, tzab-can, aj.).
-Bothrops asper, Bothrops atrox-køovináø aksamitovı, køovináø sametovı (Nauyaca, four noses, yellow beard, velvet, equis, mapana, jararaca, toboba, bone tail, tree viper, green viper, royal nauyaca, river nauyaca, chatilla nauyaca, lever, lever lora, deaf viper, tepoch, ergot, nescascuatl, torito, chac-can, aj.).
-Bothrops neuwiedii, Bothrops alternatus (urutu), Bothrops jararacussu, Bothrops venezuelensis, Bothrops pictus, Bothrops brazili-køovináøi
-Lachessis muta stenophrys, Lachesis muta muta-køovináø nìmı (Machaco lora, mute rattlesnake, rieca, warty, surucucu, lorita, patoco, patuquillo).
-Sistrurus sp. - chøestıšek (Nine-plate rattlesnake).
-Agkistrodon sp.-ploskolebec (Cantil, zolcuate, moccasin, cantil de agua, castellana, cumcoatl, metapil, puchucuate, volpoch, aj.).";poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;Laboratorios Silanes, S.A. de C.V., Eje 3 Norte Esq. Prolongación 6 Norte No. 200, Km 52.8, Parque Industrial Toluca 2000, C.P.50200, Toluca, Mexiko
0185611;24.05.2022;31.05.2027;50;"Zabezpeèení léèivého pøípravku k léèbì otrav po uštknutí exotickımi jedovatımi hady:
-Kobra indická (Naja naja)
-Bungar modravı (Bungarus caeruleus)
-Zmije øetízková (Daboia russelii)
-Zmije paví (Echis carinatus)";poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze);PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;50 (platí pro obì lékové formy celkem);Všeobecná fakultní nemocnicí v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Vins Bioproducts Limited, Sy. No. 117, Thimmapur (V), Kothur (M),
Rangareddy (Dist.)-509325, Telangana, Indie"
0185612;24.05.2022;31.05.2027;50;"Zabezpeèení léèivého pøípravku k léèbì otrav po uštknutí exotickımi jedovatımi hady:
-Kobra indická (Naja naja)
-Bungar modravı (Bungarus caeruleus)
-Zmije øetízková (Daboia russelii)
-Zmije paví (Echis carinatus)";poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze);PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;50 (platí pro obì lékové formy celkem);Všeobecná fakultní nemocnicí v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;"Vins Bioproducts Limited, Sy. No. 117, Thimmapur (V), Kothur (M),
Rangareddy (Dist.)-509325, Telangana, Indie"
0185942;13.10.2023;30.09.2026;700;Léèba tuberkulózy, která není citlivá na antituberkulotika, tzv. multirezistentní tuberkulóza (multidrug-resistant tuberculosis, MDR-TB). Vzhledem k tomu, e v rámci specifického léèebného programu léèivı pøípravek LAMPRENE není pouíván v souladu s odbornou informací pro pøedepisování (Export prescribing information), tj. je pouíván v jiné (další) indikaci, ošetøující lékaøi by mìli pøi léèbì postupovat v souladu s doporuèenımi postupy Èeské pneumologické a ftizeologické spoleènosti Èeské lékaøské spoleènosti J. E. Purkynì a doporuèeními (guidelines) Svìtové zdravotnické organizace (WHO): WHO Consolidated Guidelines on Tuberculosis, Module 4: Treatment - Drug-Resistant Tuberculosis Treatment a WHO Operational Handbook on Tuberculosis, Module 4: Treatment - Drug-Resistant Tuberculosis Treatment (https://www.who.int/health-topics/tuberculosis),;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe v oborech infekèního lékaøství a pneumologie a ftizeologie.;BIOTIKA BOHEMIA spol. s r.o., Durychova 101/66, 142 00 Praha 4;;BIOTIKA BOHEMIA spol. s r.o., Durychova 101/66, 142 00 Praha 4;Catalent Germany Eberbach, Gammelsbacher Strasse 2, 69412 Eberbach, Nìmecko
0185942;07.04.2021;30.04.2026;10;"Zajištìní pohotovostní zásoby léèivého pøípravku pro léèbu pacientù s tuberkulózou jakékoli lokalizace zpùsobené kmenem Mycobacterium tuberculosis rezistentním nejménì na dvì základní antituberkulotika (isoniazid, rifampicin).
Vzhledem k tomu, e v rámci specifického léèebného programu léèivı pøípravek LAMPRENE není pouíván v souladu s odbornou informací pro pøedepisování, tj. je pouíván v jiné indikaci, ošetøující lékaøi by mìli pøi léèbì postupovat v souladu s doporuèenımi postupy Èeské pneumologické a ftizeologické spoleènosti Èeské lékaøské spoleènosti Jana Evangelisty Purkynì a doporuèeními (guidelines) WHO - WHO treatment guidelines for multidrug- and rifampicin-resistant tuberculosis (2018 update); Companion handbook to the WHO guidelines for the programmatic management of drug-resistant tuberculosis. (odkaz: https://www.who.int/tb/areas-of-work/drug-resistant-tb/treatment/en/).
Doporuèené postupy léèby rezistentní tuberkulózy jsou zohlednìny v odborné informaci a pøíbalové informaci pøípravku.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;BIOTIKA BOHEMIA spol. s r.o., Durychova 101/66, Lhotka, 142 00 Praha 4;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Catalent Germany Eberbach GmbH, Gemmelsbacher Str. 2, 694 15 Eberbach, Nìmecko
0207633;07.04.2021;30.04.2026;500;"Zajištìní pohotovostní zásoby léèivého pøípravku pro léèbu infekcí zpùsobenıch motolicemi (Trematoda), jako jsou schistozomózy (napø. Schistosoma haematobium, Schistosoma mansoni, Schistosoma intercalatum, Schistosoma japonicum, Schistosoma mekongi), motolicí jaterní (napø. Clonorchis sinensis, Opisthorchis viverrini) a motolicí plicní (napø. Paragonimus westermani a jiné druhy) a souèasnì pro léèbu infekcí zpùsobenıch tasemnicemi (Cestoda) jako jsou teniózy (napø. Taenia saginata, Tania solium), cysticerkózy (napø. napø. Taenia saginata, Tania solium), difylobotriózy (Diphyllobothrium latum), sparganózy (napø. nìkteré druhy rodu Spirometra) a jinıch infekcí zpùsobenıch tasemnicemi.
Vzhledem k tomu, e v souhrnu údajù o pøípravku nejsou uvedeny dávky pro pouití pøi léèbì infekcí zpùsobenıch tasemnicemi, doporuèuje se léèbu infekcí zpùsobenıch tasemnicemi konzultovat s infektologem.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Bayer AG, 51368 Leverkusen, Nìmecko
0207634;24.05.2021;31.05.2026;300;Zajištìní pohotovostní zásoby léèivého pøípravku pro léèbu dospìlıch pacientù s tuberkulózou jakékoliv lokalizace zpùsobené kmenem Mycobacterium tuberculosis rezistentní nejménì na dvì základní antituberkulotika (isoniazid, rifampicin, streptomycin a ethambutol).;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Vianex S.A. Plant C, 16th km Leoforos Marathonos, 153 51, Pallini, Attiki Øecko
0207635;24.05.2021;31.05.2026;;Zajištìní pohotovostní zásoby léèivého pøípravku pro intravenózní a inhalaèní léèbu pneumocystové pneumonie (pùvodce Pneumocystis carinii) oslabenıch pacientù èi pacientù se sníenou obranyschopností organismu, jako napø. u pacientù s AIDS, a pro léèbu africké trypanozomózy (pùvodce Trypanosoma gambiense).;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;"300 lahvièek
(platí pro obì velikosti balení)";Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Sanofi S.p.A. Viale Luigi Bodio, 37/B 20158 Milano, Itálie
0207756;01.08.2023;31.07.2026;396000;Léèba akutních a chronickıch onemocnìní dıchacích cest s bronchospasmy a s narušenou tvorbou a transportem sekretu (zejména akutní bronchitidy, chronického bronchiálního astmatu, emfyzému, laryngotracheitidy, bronchiektázie a cystické fibrózy), a to v pøípadì benefitu pacienta z dané kombinace léèivıch látek nebo v pøípadì nemonosti aplikace inhalaèního bronchodilatans. Pøípravek je urèen pro dìti do 12 let vìku.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;Laboratórios Basi - Indústria Farmaceutica, S.A., Parque Industrial Manuel Lourenço Ferreira Lote 8 15 E 16, 3450-232 Mortágua, Portugalsko
0207777;03.03.2025;29.02.2028;3000;"Léèivı pøípravek je indikován u dospìlıch muù k léèbì hypogonadotropního hypogonadismu (i v pøípadì idiopatickıch dysspermií) a k ovìøení funkèní schopnosti varlat pøi hypogonadotropním hypogonadismu. U dìtí je léèivı pøípravek indikován pøi opodìné pubertì chlapcù spojené s nedostateènou hypofyzární sekrecí gonadotropinù; u kryptorchismu, kterı není zpùsoben anatomickou obstrukcí a k diferenciální diagnóze varlete v dutinì bøišní a anorchismu.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe poskytující péèi v oborech sexuologie, andrologie, dìtské lékaøství, praktické lékaøství pro dìti a dorost, dìtská gynekologie, endokrinologie.;FERRING Pharmaceuticals CZ s.r.o., K Rybníku 475, 252 42 Jesenice u Prahy.;;FERRING Pharmaceuticals CZ s.r.o., K Rybníku 475, 252 42 Jesenice u Prahy.;Ferring GmbH, Wittland 11, D-24109 Kiel, Nìmecko
0231686;01.07.2023;30.06.2026;12600;Léèba paroxysmální supraventrikulární tachykardie a sníení frekvence komor pøi flutteru/fibrilaci síní u pacientù bez omezení vìku a pohlaví.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4;;AV Medical CZ s.r.o., Dobronická 1257, 148 00 Praha 4;SOPHARMA AD, 16, Iliensko Shosse Street, 1220 Sofia, Bulharsko
0231726;01.03.2024;28.02.2029;60000;Léèba infekèních onemocnìní vyvolanıch patogeny vysoce citlivımi na peniciliny u dospìlıch a dìtí: infekce horních cest dıchacích (zejména infekce vyvolané streptokokem skupiny A), primární a sekundární syfilis, latentní syfilis, terciální syfilis u dospìlıch, vrozená syfilis u dìtí s vıjimkou novorozencù s prokázanou nebo vysoce pravdìpodobnou vrozenou syfilitidou, frambézie, endemická syfilis (bejel), pinta. Profylaxe revmatické horeèky a diftérie (vèetnì eliminace asymtomatického pøenašeèe). Vzhledem k obsahu pomocné látky lidocaini hydrochloridum lze pøípravek LENTOCILIN pouívat s opatrností pøi kardiovaskulární, jaterní nebo renální dysfunkci, zánìtu a/nebo infekci v místì vpichu nebo citlivosti na lokální anestetika amidového typu, u dìtí, starších pacientù a pacientù s akutním onemocnìním nebo oslabenıch pacientù, u pacientù se soubìnou léèbou léèivy tlumícími CNS.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;"AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;";V souladu s tímto rozhodnutím je léèivı pøípravek moné distribuovat do 28. 2. 2025. Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jeho doby pouitelnosti.;"AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;";Laboratórios Atral, S.A., Rua da Estaçao, no.s 1 e 1A, 2600-726 Castanheira do Ribatejo, Portugalsko
0231726;22.08.2023;30.06.2028;21000;"Léèba infekèních onemocnìní vyvolanıch patogeny vysoce citlivımi na peniciliny
u dospìlıch a dìtí: infekce horních cest dıchacích (zejména infekce vyvolané
streptokokem skupiny A), primární a sekundární syfilis, latentní syfilis, terciální syfilis
u dospìlıch, vrozená syfilis u dìtí s vıjimkou novorozencù s prokázanou nebo
vysoce pravdìpodobnou vrozenou syfilitidou, frambézie, endemická syfilis (bejel),
pinta. Profylaxe revmatické horeèky a diftérie (vèetnì eliminace asymtomatického
pøenašeèe). Vzhledem k obsahu pomocné látky lidocaini hydrochloridum lze
pøípravek LENTOCILIN pouívat s opatrností pøi kardiovaskulární, jaterní nebo
renální dysfunkci, zánìtu a/nebo infekci v místì vpichu nebo citlivosti na lokální
anestetika amidového typu, u dìtí, starších pacientù a pacientù s akutním
onemocnìním nebo oslabenıch pacientù, u pacientù se soubìnou léèbou léèivy
tlumícími CNS.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;"V souladu s tímto rozhodnutím je léèivı pøípravek moné distribuovat do 30. 6. 2024.
Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování
zdravotních slueb po dobu jeho doby pouitelnosti.";"AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;";Laboratórios Atral, S.A., Rua da Estaçao, no.s 1 e 1A, 2600-726 Castanheira do Ribatejo, Portugalsko
0231726;16.12.2022;31.12.2027;55800;"Léèba infekèních onemocnìní vyvolanıch patogeny vysoce citlivımi na peniciliny
u dospìlıch a dìtí: infekce horních cest dıchacích (zejména infekce vyvolané
streptokokem skupiny A), primární a sekundární syfilis, latentní syfilis, terciální syfilis
u dospìlıch, vrozená syfilis u dìtí s vıjimkou novorozencù s prokázanou nebo
vysoce pravdìpodobnou vrozenou syfilitidou, frambézie, endemická syfilis (bejel),
pinta. Profylaxe revmatické horeèky a diftérie (vèetnì eliminace asymtomatického
pøenašeèe). Vzhledem k obsahu pomocné látky lidocaini hydrochloridum lze
pøípravek LENTOCILIN pouívat s opatrností pøi kardiovaskulární, jaterní nebo
renální dysfunkci, zánìtu a/nebo infekci v místì vpichu nebo citlivosti na lokální
anestetika amidového typu, u dìtí, starších pacientù a pacientù s akutním
onemocnìním nebo oslabenıch pacientù, u pacientù se soubìnou léèbou léèivy
tlumícími CNS.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;V souladu s tímto rozhodnutím je léèivı pøípravek moné distribuovat do 31. 12. 2023. Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jeho doby pouitelnosti.;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;Laboratórios Atral, SA, Rua da Estaçao, no.s 1 e 1A, 2600-726 Castanheira do Ribatejo, Portugalsko
0231726;27.05.2021;31.12.2026;47000;Léèba infekèních onemocnìní vyvolanıch patogeny vysoce citlivımi na peniciliny u dospìlıch a dìtí: infekce horních cest dıchacích (zejména infekce streptokokem skupiny A), primární a sekundární syfilis, latentní syfilis, terciální syfilis u dospìlıch, vrozená syfilis u dìtí s vıjimkou novorozencù s prokázanou nebo vysoce pravdìpodobnou vrozenou syfilitidou, frambézie, endemická syfilis (bejel), pinta. Profylaxe revmatické horeèky a diftérie (vèetnì odstranìní asymtomatického stavu u nosièe). Vzhledem k obsahu pomocné látky lidocaini hydrochloridum lze pøípravek LENTOCILIN pouívat s opatrností pøi kardiovaskulární, jaterní nebo renální dysfunkci, zánìtu a/nebo infekci v místì injekce, u dìtí, starších pacientù a pacientù s akutním onemocnìním nebo oslabenıch pacientù, u pacientù uívajících sedativa pùsobící na CNS.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;AV Medical CZ s.r.o, se sídlem Dobronická 1257, Kunratice, 148 00 Praha 4.;Léèivı pøípravek je moné distribuovat do 31. 12. 2022. Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jeho doby pouitelnosti.;AV Medical CZ s.r.o, se sídlem Dobronická 1257, Kunratice, 148 00 Praha 4;Laboratórios Atral, S. A., Rua da Estaçao 42, Vala do Carregado, 2600 ? 726 Castanheira do Ribatejo, Portugalsko
